,OC,유동비율1,유동비율2,당좌비율1,당좌비율2,부채비율1,부채비율2,고정비율1,고정비율2,총자산1,총자산2,총자산회전율1,총자산회전율2,ROI1,ROI2,ROE1,ROE2,ROS1,ROS2,총자산증가율,매출액증가율,순이익증가율
26,open,19.2353273775197,15.4245106293493,17.2396578320912,13.9134232074955,164.51729351129,-4333.17194701013,246.947593801912,-3832.56548338755,35114419118,22531939754,0.723022702231904,1.02067152691181,0.156890939345654,-5.33566956562882,0.415003666521562,225.868067237356,0.21699310251441,-5.22760694792054,-44.1571409236247,10.3958738163987,104.582430049325
27,open,10.2215033504692,13.4841360810816,7.46566326123967,10.4069329221764,291.621546814528,185.7054634391,375.944203281315,270.761296499107,22345595524,15988116430,0.662442351070992,0.89667522186039,0.491829393770065,0.692852879105535,1.92610987957085,1.97951852919961,0.742448596432442,0.772691005856087,-60.2362221851796,3.25415859949871,-0.787113416603381
28,open,41.8615361017043,43.5919085637406,37.5466181487583,40.1254206068972,335.016998363765,459.691774855676,366.794820849702,463.892809505636,42767524515,45349696255,1.36087957147454,1.22770285397141,2.05155028950125,4.0373839456491,8.92459248931147,22.5969058631415,1.50751788218729,3.28856769583035,-105.693911874251,4.53606781221897,-52.0794442637517
29,open,13.4461143167484,9.93653564888865,12.8715411363903,9.07285444517525,361.934739763028,451.896102754162,428.911245531356,521.089463705166,39897558101,40701053785,0.419394716980952,0.42706860730977,2.94503569372721,2.96968791615281,13.6041429677471,16.3895918732086,7.02210966062541,6.95365537368747,-101.974139756293,-3.73554222892363,-2.78788024971171
30,open,29.5964193499635,32.8327157200071,27.7462486129274,30.4552854709854,169.774529739978,145.715629764851,219.708714428896,198.057492922224,11005838819,10945728478,1.20003920984189,1.08133094172665,2.4448971171145,0.0863019580559342,6.59570970032193,0.212057399736537,2.03734769419461,0.0798108652270029,-99.4508328877259,11.5874321130597,2748.51438297303
31,open,14.2010117787727,11.9452442291626,13.0195774452088,10.5903460708555,324.808499553368,286.067165189558,385.305070914809,357.064893596068,11063151590,11130931555,0.620052846080545,0.680154264231301,-2.52090371112776,1.10256811295252,-10.709013230427,4.25665345795979,-4.06562719139636,1.62105594412265,-100.608933445194,-9.39156462991655,-327.247011397787
33,open,255.566556840772,236.367807598788,254.264173927206,235.418585725056,47.9570644403353,46.8263710305658,78.8262479460702,79.0719365131377,37874670457,35975988848,0.575419879751642,0.605915465592875,2.57138476783764,2.70429944013641,3.8045454179585,3.97062472975219,4.46871034234597,4.46316292238936,-94.7223643607907,-0.0209635171205257,0.103303894101632
34,open,15.9491039116227,0,13.1750555335987,0,96.1457378123528,0,184.686351419312,0,16835650429,0,0.523235633880005,inf,0.764133768056868,inf,1.49881581722848,inf,1.46040085685775,2.69607110906483,inf,-1.3977607045018,-46.5893928869011
35, close,0,0,0,0,0,0,0,0,0,0,inf,inf,inf,inf,inf,inf,4.40709172648864,3.51326051493338,0,28.1221347066985,60.7185113218571
36,open,52.2117253075619,44.970959066862,46.1043742547873,37.433040191981,97.7805219866147,120.943567467456,173.723425164664,194.008205011787,23742013826,23705095817,0.359957963028439,0.354360262613909,5.37104853592296,3.7187260570692,10.6228878305029,8.21628601483055,14.9213216197098,10.4941960185895,-99.844261296031,1.73786254574863,44.6574244713786
37,open,38.2815453915598,91.1709450513042,35.6146463072988,78.435347497402,418.734252244411,208.637936906962,381.67810228974,211.759997027344,8739171504,10249918813,1.1380594863538,0.970447491094679,-6.38597000579015,-3.37295362341325,-33.1262137580879,-10.4102144761313,-5.61127962322075,-3.47566834307388,-114.739114880441,-0.013179470656173,-61.4233445906812
38,open,30.8684327380457,34.8205979637691,30.8684327380457,34.6326279803026,340.820477907005,111.94963360148,354.907283795792,172.968101763196,9026748138,11382298940,0.717912908494623,0.580018302524042,-14.2820875501423,0.149799615085492,-62.9583665936341,0.317499735310127,-19.8938999162031,0.258267048528667,-120.694859750363,-1.84071149576993,-7661.05384900508
39,open,143.407533132259,189.699136993181,140.000928341641,184.525112870787,134.229982023591,106.060654630326,88.9264733185165,62.6804705037698,69007284879,58663105655,2.18817477408029,2.31832253818646,1.43823052412547,3.96485564654342,3.36876709811689,8.17000750041482,0.657274062913907,1.71022607132353,-82.3668060043829,11.0294117647059,-57.3291778220564
40,open,53.9923031417801,68.6971383737158,49.9886310294739,65.0319096678011,146.615247492416,152.728811605311,216.403887214476,218.575818302964,40987671749,41061452249,0.498339401005336,0.496360152836444,1.03165155022575,1.22533491740359,2.54421002384857,3.09677437493902,2.07017857336691,2.46864078512635,-100.179683123608,0.218352815148503,-15.9578469633735
41,open,143.947699943334,95.2852006616305,143.562672326287,94.685956249963,113.534079773789,115.481180059261,123.911468520842,143.990856036887,48323924301,42926143223,0.5776165344755,0.626900759618704,5.60691313711029,7.07312426887953,11.9726703710442,15.2412516416396,9.706981712706,11.2826857526566,-87.4254226615266,3.72445117444554,-10.7613760780547
42,open,50.2371420298461,42.1812148063873,49.9675893616361,41.4419774796244,492.710724609784,287.916625593303,429.27467671969,352.457528354724,14060148114,10793586432,0.490674695534008,0.637146311221571,-1.35060998262824,2.80947184617866,-8.00521021468791,10.8984083826901,-2.75255682618471,4.40946105580081,-69.7360863084809,0.317941207426722,-162.622354606361
43,open,42.3995908067057,233.389339419979,41.6724840119403,229.504876100972,89.1728790478429,94.8701268690259,158.638657693964,166.280814551831,12004569820,11570057570,0.651565360298767,0.670481513429496,3.99704265287867,5.29496816496826,7.56132066322085,10.3183111807482,6.1345229449366,7.89726198099725,-96.2445109078226,0.828257422832153,-21.6775054257183
44,open,20.9049303443875,27.9784234381213,19.4748798844852,26.4251695562868,860.141982566387,326.212184294592,815.165503949805,334.943158065906,10786546435,10807674760,0.914526823802618,0.939311185378417,1.94135018341485,5.22455188131513,18.6397181395955,22.2676766929574,2.12279195414157,5.56210972747049,-100.195493715986,-2.82890318575674,-62.9144276903368
45,open,61.204417339582,45.1596439612324,56.4643707349674,41.1990084395343,142.608201917023,142.754174339971,190.385516290828,210.689669953979,20985505154,20807303868,1.26990653198169,1.27604647427837,0.374589496050403,1.20170225602628,0.908784840937922,2.91718238964141,0.294974068261431,0.941738628058883,-99.1435637835133,0.371146134111119,-68.5614623536605
46,open,29.9672553059424,67.0169521555339,29.474199093835,64.0793509833259,99.5056809069847,75.2970329766733,169.686559465672,124.83525641216,10155338878,8619823868,0.55754991635642,0.646562415931722,1.70337074988942,1.37176429368777,3.39832141293729,2.40466210626808,3.05510000076929,2.12162702298587,-82.1862368243926,1.59429652207256,46.2937321310725
47,open,0,0,0,0,0,0,0,0,0,0,inf,inf,inf,inf,inf,inf,0.299284323330361,3.38094709621076,0,-5.88335257488392,-91.6687140208975
48,open,22.6095649430542,16.8359249143095,20.6062818736241,14.9676431512286,232.705080045124,164.323116009922,287.809128596547,236.66708592849,9649426133,9584229848,0.919477157782187,0.900680971126894,0,0,0,0,0,0,-99.3197545756522,2.78132754572218,0
49,open,51.4879594502329,52.6556212497353,45.4783971329754,43.704950678205,453.833625165078,452.72655953731,451.666062733535,449.942505552772,38737890287,38429564358,1.04511471048248,1.01835810246059,0.107835813180613,0.17381991473472,0.597230993364428,0.960748834503904,0.103180839480128,0.170686435660237,-99.1976855992233,3.45082086191631,-37.4634399028142
50,open,16.161195880766,19.7346297969407,15.4311358745106,19.1167123569159,365.507129535258,425.33861541932,417.951669366858,457.433424833143,8199451131,8603098980,1.03913284948878,0.825125447992928,1.50952247927972,1.42630445476986,7.02693476298447,7.49292807435205,1.45267516085394,1.72859103817397,-104.691888933725,20.0275537163415,0.86888225799238
51,open,41.4278101684832,39.1449178782638,38.9751990838026,36.7308981181597,218.808919336539,227.503485985347,285.470369962904,293.182944990858,33987441239,34688244500,0.433030076212734,0.40354476445183,0.203129251521234,0.246516741428065,0.647594171631247,0.807350921714398,0.469088090364982,0.610878304326238,-102.020290363786,5.13867324906369,-19.2649352438414
52,open,25.9361756967629,22.670343803271,25.8874252158158,22.6154822640694,195.013152305109,212.740654373526,244.43419849146,264.511616617719,8192236812,8004398621,0.48307496362936,0.438103904620619,5.38547610530183,7.37032305527903,15.8878628248893,23.0499965525225,11.1483237815526,16.8232306937813,-97.6533128859026,12.8525028738151,-25.2155388880838
53,open,30.5649759509716,65.3712420334851,26.4739237285611,56.8110379427208,122.399234476672,117.222644977815,189.986958678966,183.586829794161,14316579951,13935104347,1.05192747273053,1.08827333002819,0.341981368228801,1.24481087245927,0.760563944993703,2.70401110212744,0.325099759340923,1.14384028176729,-97.2624847686761,-0.69368441740519,-71.775378248566
54,open,43.7482932655506,0,42.9301485696782,0,122.163555282272,0,184.987548344678,0,23770703419,0,0.473027368934,0,-1.16276393309874,0,-2.58323769331213,0,-2.4581324664556,0,inf,inf,-inf
56,open,26.6538145311842,10.0965113364877,26.0731623550789,9.3756766408276,942.249378565533,539.54418626577,933.744711453874,612.530662235676,9737723833,9428881480,0.430467059642274,0.433233623592011,-5.54558664079132,1.44887896077362,-57.7988423014607,9.26622115965558,-12.8827200980252,3.34433636235508,-96.7245069984696,2.61599142946774,-495.287121848069
57,open,45.661716204161,36.024986842607,45.0263383798961,35.413455919984,89.8202315833973,105.468286326032,153.740827769578,169.71732202362,11334335655,10904012530,1.10878495507199,1.14385301536333,5.85990722541382,8.08665005266644,11.1232894658527,16.6155012843969,5.28498082392665,7.06965837747767,-96.0535342029729,0.759691901533223,-24.676269899996
58,open,60.1004263074758,66.3955189811925,58.3982080082082,65.3074061317947,406.687694973245,362.466843566895,372.827681844256,338.069983756223,11730773583,11000746590,0.880835283358823,0.992050599358457,0.386288420617623,3.27813173451167,1.95727589437598,15.1602723605608,0.43854785101775,3.30439973186003,-93.3638413808785,-5.31844741154071,-87.4342105108088
59,open,37.3606311235384,50.2042973861483,36.7083604212769,49.793771009582,258.026607995105,288.488361445116,316.031675871642,322.540185384175,16718454091,17509127771,0.559347545658191,0.545435226409029,0.972716521006236,1.40764556763483,3.48258396556662,5.46853920065934,1.73901991446414,2.58077494719642,-104.51577994256,-2.08028093483681,-34.0181360416418
61,open,60.9744349510124,82.2617244909118,56.2490559651471,77.5305814379126,224.133282696044,232.450064953688,267.757837571256,272.590807768851,22296946169,22212071912,1.19749505222031,1.15148916910278,0.886300556597088,-1.70211967842471,2.87279508865145,-5.65869797651246,0.74012878379228,-1.47818991623775,-99.6178913100216,4.39271311718343,152.269367384705
62,open,18.173360298154,0,17.8150563704336,0,485.943069854674,0,501.950595341373,0,4237070015,0,0.123585531545671,0,-8.97084675623421,0,-52.5640548754372,0,-72.588163388034,0,inf,inf,-inf
63,open,44.8739014366004,54.4550091234969,44.5654572332119,53.4827354201464,137.68086179025,94.8201826916884,181.665534627521,148.54732185052,6296823832,6292371412,0.331880617555127,0.339652301185555,-9.21986626098134,-8.83279516749543,-21.9138575850089,-17.2080676820972,-27.7806710403926,-26.0054035749636,-99.929240985497,-2.2189892869303,-4.45606370947097
64,open,33.7702598278968,17.0644196504858,33.5119013054832,16.8154403143566,184.957932095457,228.292055309522,231.70157313879,291.467654944402,6886412394,6640059424,0.775285761661865,0.646388268377039,5.72191054580633,4.23249272414945,16.3050379676816,13.8949373549362,7.38038904976291,6.5479108010058,-96.2898981128155,24.3911272330444,40.2057757380272
65,open,135.975511854615,149.771606727185,135.347310008301,149.089691359373,46.1375901568023,41.6781996417165,94.531276663658,93.1477189877164,18781127583,18972492908,0.547443489245371,0.627538823112681,-2.87300718029524,0.774770910247743,-4.19854345831536,1.09768147698674,-5.24804338116354,1.23461829246638,-101.008646180172,-13.643315529948,-467.079954280383
66,open,14.1059057643436,14.0164113261495,13.5641521732439,13.3539122083328,217.806649918296,222.51353947945,303.787384735829,308.655143022269,10283013597,10409778370,0.440140998094219,0.403855186015838,0.076987615792997,0.0794720858211701,0.244671762603693,0.256308236880002,0.174915802268701,0.19678362089438,-101.217747088308,7.65769735303705,-4.30589488433757
67,open,57.1907221761324,56.3678517450248,53.8414316497711,54.3305787923758,269.7636418534,287.250973360324,287.155109596924,293.831888694649,23684702142,24706718060,2.22195687011313,2.10856129642498,0.260537243111765,2.87483135669862,0.96337199851451,11.1328124112832,0.11725576072883,1.36340895641632,-104.136591171349,1.01881325453023,-91.3121901243645
68,open,11.6270528825478,15.3010875794604,11.5616694969255,15.2230564810622,256.923442147887,226.510679331358,329.710797752279,295.239361155264,6017640996,6101295324,0.432067728820691,0.435644160600543,-3.03541678743243,0.398144995611755,-10.8341140812386,1.29998592989575,-7.02532632029117,0.913922489085828,-101.371091277469,-2.18078780382954,-851.936727981498
69,open,52.3084646046889,59.3678739551543,51.6520070591737,58.796575541102,689.682947015331,407.774187597912,672.938032817813,417.498351223879,18011715877,15258076183,0.665187618593258,0.791724355293187,-4.01968693568239,0.518725159389251,-31.742782254487,2.63395246395474,-6.04293709522623,0.655184037122566,-81.9529037542229,-0.819690200765376,-1014.76644613322
70,open,70.5466953379439,64.3691774120893,70.2902227166487,64.0519652469412,103.055296574406,106.852069501204,130.614000907034,138.734087499819,5524642962,5146124711,0.747895910092298,0.644784442146801,4.80326755638766,1.40136106390602,9.75328918188519,2.89874436187369,6.42237441276405,2.17337915170565,-92.6445962300349,24.5232703483626,267.968499491401
71, close,70.5466953379439,64.3691774120893,70.2902227166487,64.0519652469412,103.055296574406,106.852069501204,130.614000907034,138.734087499819,5524642962,5146124711,0.747895910092298,0.644784442146801,4.80326755638766,1.40136106390602,9.75328918188519,2.89874436187369,6.42237441276405,2.17337915170565,-92.6445962300349,24.5232703483626,267.968499491401
72,open,42.7018971952902,28.6217930949507,40.4685007666656,28.4229461818404,55.1923466903198,63.6198852204064,132.188816654905,145.410733305377,2403315784,2217518021,1.1567283078269,0.306854818565644,8.04381169079028,-17.7997930687392,12.4833801262877,-29.1240009885409,6.95393346593365,-58.0072138086089,-91.6213640096501,308.547067305989,148.976824384669
73,open,97.2293100364871,64.2544140769009,94.1471165162595,61.3134808788929,199.410437892761,223.063773833317,209.263917040301,259.108048019969,19227075627,18617642123,0.804726799496871,0.738414535749211,3.42645455700428,0.092017286006567,10.259162593323,0.297274516751812,4.25791033571462,0.124614673129646,-96.726580627269,12.5477414398322,3745.60003651764
74,open,7.32895582828871,13.7199714921144,5.20923226345567,13.4842001984979,117.454469734152,78.1441719322164,208.846283528985,167.422813820367,5542830607,5300321522,0.239443615383789,0,-7.69169116338467,-2.22064145564489,-16.7259262329268,-3.9559433327421,-32.1231833684776,-inf,-95.4246344491854,inf,-262.220300386733
75,open,88.9115973454965,457.557121096495,87.1617153395417,454.340172443832,100.518585972351,75.6274323278257,178.08380758081,129.047853682644,31031103688,26721699573,0.485644266846613,0.544042231306617,11.3552752471471,3.06357295037912,22.7694373588477,5.38047451024066,23.3818785113621,5.63113077273686,-83.873016372977,3.66181259349661,330.43005146739
76,open,30.0840500524592,0,28.973537589087,0,330.70148578196,0,331.213085275089,0,5176121873,0,1.38322957624843,0,-7.7285051398557,0,-33.2867864660936,0,-5.58729026082339,0,inf,inf,-inf
77,open,0,0,0,0,0,0,0,0,0,0,0,0,-inf,-inf,-inf,-inf,-inf,-inf,0,0,-563.486668839619
78,open,47.171754550075,42.0789793332798,45.3379457616,40.1198973824245,172.265167963398,179.422702132141,201.155166948801,216.375894221669,18597506106,20756364560,1.33299599638266,1.26030484227533,-2.50575751040971,5.95766646623208,-6.82230489447248,16.6470726239661,-1.87979372571979,4.72716303737772,-110.400946889131,-5.23310307937906,-137.684805205309
79,open,67.0545375312008,78.751345379154,66.2570415267981,77.8479627756263,322.385472480823,247.654804346735,242.324454719299,206.060144317605,4627269003,4687989413,1.20696790620539,1.24091290689952,-3.65841989930232,9.97019598004796,-15.4526341770005,34.6618653274218,-3.03108299772784,8.03456545952042,-101.295233513788,-3.99528872979813,-136.218293260411
80,open,111.564216202991,105.096027717064,111.185659951175,104.733614553278,77.5637334218048,82.6477428435747,124.002625270256,128.605388194392,9481422357,9269614932,0.634666747606421,0.618921097379625,2.79068488922078,3.80513505239961,4.95524427733858,6.94999328535756,4.39708697477149,6.14801316114397,-97.7150353433905,4.88714332487899,-24.9842380543961
81,open,94.3218210336826,80.7589957503886,93.6195995514141,79.2363237383465,68.9431809416028,78.1036760379328,109.628594029204,120.556964372061,6228293006,5983323260,0.461305458370723,0.436943055956499,5.25278917810759,1.22823096474316,8.87422912565124,2.18752449844374,11.3867917294103,2.81096346079806,-95.9057912241232,9.89813441016064,345.180873188568
82,open,135.821147262681,460.796658674079,133.414104596651,453.875691769238,141.511348675076,69.1323031987818,181.117251049815,98.8198108117168,16658193490,11669531608,0.583969782007857,0.893261289326635,-0.0130162913601744,5.84638223638976,-0.0314358208114346,9.88812093021045,-0.0222893234568073,6.54498555601455,-57.2505388427069,-6.67750555203889,-100.317815103906
83,open,45.5738637032708,39.8384352742913,42.5003855075643,36.6067041835028,302.708539554797,299.34812879519,320.721042835789,329.208464920218,6558328518,6478305179,0.986330289378773,1.06280941353597,0.0965890467763847,0.25976483871971,0.388972339643079,1.03736602269501,0.0979276899599424,0.244413377799763,-98.7647488534594,-6.04957644617135,-62.3574289091408
84,open,125.893741258979,114.764239043475,125.752473235751,114.60668214029,69.0880354365468,79.5444200819698,82.1105228631489,88.367855941428,5511923039,5140769586,0.802063634909181,0.794210963105398,7.19467400386539,3.44372051768515,12.1653329291999,6.18300803272161,8.97020347354366,4.33602742553447,-92.7801966847382,8.27992709271358,124.005266295655
85,open,43.9054324726307,36.7398956757134,42.3434603669898,33.8895350676341,657.36436794457,-4944.58361091984,472.08333864684,-3046.54954800247,2705208769,2598243691,1.66850999143719,2.33475815529268,15.1862273887225,0.40983095761513,115.015075077223,-19.8546034050984,9.10167003293858,0.175534650852844,-95.883177610687,-25.5940243577464,3758.03392939432
86,open,94.1380518377436,80.2331870089177,93.3754504127312,79.5307900718122,43.2961834932447,42.8055220050586,106.240339114855,111.584906325315,7916528743,7963737374,0.514004835086089,0.4697785015129,2.03199804134154,1.90341442568018,2.91177564189991,2.71818090651217,3.95326639486029,4.05172739823198,-100.592794925083,8.76569252605254,6.122578079803
87,open,40.6679756187859,39.8101866124836,38.5848568926724,39.4236812976102,305.417087586416,229.504528336696,323.685495660118,272.634232683034,8539653899,8365867574,0.515568844718118,0.52106216927789,-5.06503121924707,-6.14703465541612,-20.5345020544142,-20.2547575480221,-9.82416077142196,-11.7971232951625,-97.9226742060787,1.00117036786775,15.890364882209
88,open,117.434950875297,81.7423442866541,112.62203074293,77.2145760303554,179.590709625459,190.872715136098,163.09691132151,172.079813380409,9911834413,9582701825,1.87680586497707,1.87960172015474,2.52886843701956,1.96248573141845,7.07048120855724,5.70833553113534,1.34743208352583,1.04409658193805,-96.5653466630743,3.28079717262156,33.2863856945099
89,open,27.4016960914497,32.2934575458569,26.1673120611821,30.4619832595065,785.140293430672,755.456535272971,814.021178652904,788.244340675084,8271587085,8283747934,0.715966137954286,0.681937316056435,-0.409206632925149,-0.541606207207898,-3.62205279141144,-4.63320569500403,-0.571544674018196,-0.794216996864087,-100.146803706449,4.83589272707953,24.5566433724171
90,open,38.8708550190609,35.1279417734172,38.397577273772,34.7283668414224,121.799233155488,114.708709519409,189.124986769421,187.704430345766,9990754681,9647371509,0.391592871001053,0.410015372198517,0.111867244836416,0.117068768311284,0.248120691199344,0.251356841691423,0.285672322252556,0.285522876090125,-96.4406556575575,-1.09370594425135,-1.04193718130922
91,open,82.378488196545,73.7268986216047,82.378488196545,73.7268986216047,68.7745578871009,66.2414891758567,112.11911683585,117.403693605732,5713261619,5472021949,0.790129306347104,0.521932696655563,1.63713140124627,1.5261325845972,2.76306128448429,2.53706553543238,2.07197909012513,2.92400264320735,-95.5913979832613,58.0592609291884,12.0024581395998
92,open,23.6148661103713,0,22.9091778012963,0,93.9122469213708,0,180.436339670442,0,7335533234,0,0.614918488691834,0,1.0381699948822,0,2.01313876393956,0,1.68830505827006,0,inf,inf,inf
93, close,152.914331013534,840.184387283128,146.659486062518,825.887937742671,115.878837608496,72.8540862001109,141.757040723819,141.366752431399,8304500824,6485803587,0.653062342329656,0.782272120477027,1.13974353192261,-0.157861163426564,2.46046508843255,-0.27286947150585,1.74522929596098,-0.201798273636929,-71.958798742451,6.89232636459969,1024.44606250974
